SentenceID,HedgeWord,Sentence,Final,Agreement
1834,know,Third..There is a 2 week policy at our store and at almost all stores I know of [though Foot Solutions is a franchise so I can't really speak for them all] and it is not special for anyone unfortunately...the pedorathist that trained me are from Texas and trained at the Austin,0,1
5785,about,I mean this in a loving way mg...I'm glad you can come here and talk about this....but.....you are a grown up,0,0.8
2223,read,I read the drivel bullshit spew you posted.,1,0.8
2836,think,I think she is depressed...I don't know ugg!!,1,1
484,about,If someone you cared about was murdered,0,1
6420,about,All the recent talk about Obama engaging in class warfare against the rich makes me laugh...and it makes me angry.,0,1
1915,like,I like it because I think Davies did a good job of keeping it readable by interested non-specialists without losing the real flavor and content of the subject.,0,1
3404,know,I know about the Golan and about Syrian meddling in the Lebanese civil wars.,0,0.8
688,like,Either live out bush like your ancestors and be done with it or move closer to larger settlements.,1,1
6102,believe,To force a church to go against its beliefs just so some poor fool can have sex without danger of getting a girl pregnant makes so little sense I can't believe people here are even defending it.,1,0.8
6268,a couple,If I do this for a couple of minutes it seems to put whatever is out of wack back into place.,1,0.8
6643,fair,There are a fair amount of people arguing - seriously - that most of the anger about the case is about people not being Penn State fans.,1,1
2575,a little,"17 year old kid walking on sidewalk a little after 7PM26 year old self appointed neighborhood watch captain reports to police that 17 year old is suspicious (for walking on the sidewalk between the hours of 7PM and 8PM)Cops tell him we are on the way and to backoff.""""",1,0.8
6739,a little,Read a little deeper in the wikipedia article.,1,1
1381,much,Pretty much It's worse in Chicago - you'd think the guy was the second coming...,1,0.6
6352,feel,I am told that there will only be family flowers as my Grandad wasn't a flowers kind of man so my Gran feels it would be inappropriate to have lots and lots of flowers there.,1,1
6615,understand,I can understand why many clinics are afraid of lawsuits.,1,0.8
4084,know,Most Christions I know will not bow to another God,0,0.8
4520,could,I have suffered from anxiety and depression in the past and she was the one person who could calm me down and make everything alright.,0,1
1478,should,Each country should do what it can to help solve the problem of global warming.,0,1
6546,might,"But the panel also expressed doubts about the legitimacy of the intervention of the legislature in the field of history and suggested that commemorations or legislative resolutions might be a better way to express sympathy for the suffering than laws to criminalize some types of speech.""""",0,0.6
3065,some,With US diplomats on the way to pressure Israel there is some mumbling about building a prison around Arafat instead of exiling him.,1,1
399,most,He definitely offers the most substance in his replies,0,1
7276,practically,I've seen some debates where Krugman's opponent had him practically in tears.,1,1
2832,much,Theres been so much she's gone through and she's not opened up to the therapist about anything,0,0.8
5806,about,To tell the truth about AA -- which is that our society has failed in particular ways and this is the broad brush we're using pro tem to address that economic and social imbalance and failure -- that's okay with me.,0,1
5127,apparently,The school is having an inspection next week so the head will be too busy to speak to me next week apparently which i'm not very happy about.,1,1
6359,probably,TaliwillowAre there any flowers which in your mind connect the pair of you - for example if he used to call you buttercup then your grandmother would probably find a bunch of buttercups a nicer,1,0.8
6622,should,California should be proud of itself!,0,0.8
1805,so far,Some might go so far as to say GOP policies resulted in the December 2007 recession; I won't make that claim but it's certainly damning evidence.,1,1
1219,about,long story shorter - I've since met a lovely bloke and he has never commented on my overhang (and I'm still completely paranoid about it).,0,1
3186,may,However a quick comparison of Malaysia and Vietnam today should remind us that there may well have been there something worth fighting for.,1,0.8
4501,may,DH did need treatment at A and E after the attackIt seems pretty clear that the police did not bother with forensic testing and may not even have checked the CCTV footage .,1,0.6
2103,about,I watched her approach a group of students who said they didn't really know anything about the two voting systems and she then proceeded to give them a very biased overview.,0,0.8
4011,like,This is starting to sound like a mantra.,1,1
1701,about,No one really concerned about it,0,0.8
5267,a few,I think you really need a serious talk with him if/when he comes back tell him a few home truths and then you can truly move forward if you want to.,1,0.8
5306,somewhat,i dont know what my problem is i am just scared of how my body is going to change and that i wont ever be able to look somewhat decent again.,1,0.8
7425,remember,I'll give an example:I remember events back to when I was two years old,0,0.6
4177,most,Because governments change every 4 years in most places and every government tends to pursue a different policy.,1,1
7421,some,I tried on some whatchacallits once,0,0.8
12,may,They may even innovate and make better products for our society,1,1
5805,about,I'm ambivalent about AA,0,1
4215,often,my oldest 2 are responsible and trustworthy so I have no problem leaving them on their own (though they are often out with friends)Hopefully,1,1
1669,could,Except I can't have ice-cream.... :5(I woz wondering bout acupuncture...I don't think I could handle it though..I got really queasy taking out my new earrings!!!,0,1
